product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
832,509,88,2699.0,3500.0,0.23,3.5,621,1248,315,1047,593,865,923,940,1294
1039,89,10,129.0,599.0,0.78,4.1,265,11,538,1100,565,98,794,1154,80
696,1052,10,389.0,999.0,0.61,4.3,838,1275,607,987,1177,972,1023,1020,305
1104,1010,93,246.0,600.0,0.59,4.2,143,1030,1089,397,838,142,147,828,1131
624,346,10,299.0,799.0,0.63,4.0,151,625,518,247,1035,209,419,1210,409
782,586,93,247.0,399.0,0.38,3.9,200,1221,1077,246,526,229,1049,1093,669
1008,16,93,1369.0,2999.0,0.54,3.3,227,1179,626,525,447,437,1080,1241,13
582,768,93,199.0,499.0,0.6,3.8,538,240,116,501,1123,726,592,1288,850
430,53,89,299.0,599.0,0.5,4.0,171,1020,1149,585,1029,700,535,587,450
537,674,97,14999.0,14999.0,0.0,4.3,27508,893,612,507,225,719,281,1134,751
52,1034,10,299.0,699.0,0.57,3.9,1454,597,269,625,595,359,1008,1030,1173
618,1059,97,24990.0,51990.0,0.52,4.2,2951,871,746,345,720,85,103,784,1200
1349,875,10,249.0,999.0,0.75,5.0,5179,1287,748,35,1109,55,796,51,971
812,737,97,61999.0,69999.0,0.11,4.1,6753,865,629,739,570,34,1012,699,815
569,92,97,24499.0,50000.0,0.51,3.9,3518,862,272,861,367,0,21,1136,84
890,559,97,10499.0,19499.0,0.46,4.2,1510,855,957,518,290,631,1032,1375,638
739,1051,10,349.0,999.0,0.65,4.3,838,1276,607,987,1177,972,1023,103,1190
699,63,93,197.0,499.0,0.61,3.8,136,670,766,901,655,1077,1106,879,65
1251,60,96,1299.0,2499.0,0.48,4.3,301,157,820,98,269,402,262,440,66
562,344,10,1519.0,1899.0,0.2,4.4,19763,578,1098,553,216,239,180,429,406
1035,649,97,46999.0,69999.0,0.33,4.3,21252,667,841,125,87,607,547,1351,4
100,1037,10,299.0,799.0,0.63,4.3,1902,562,727,535,218,1090,1113,1392,1170
1301,384,119,1799.0,19999.0,0.91,4.2,13937,419,80,1177,239,1117,403,528,458
1179,386,119,1998.0,9999.0,0.8,4.3,27696,420,1143,1187,695,6,39,695,467
1212,1292,119,1999.0,7990.0,0.75,3.8,17831,190,1108,27,791,752,1136,579,1421
649,656,103,2049.0,2199.0,0.07,4.3,178912,72,630,516,670,780,386,218,6
1277,903,117,6499.0,8999.0,0.28,4.0,7807,328,1044,997,1058,569,372,531,1007
1166,742,117,28999.0,28999.0,0.0,4.3,17415,217,216,24,17,863,1054,625,821
1167,740,117,28999.0,28999.0,0.0,4.3,17415,216,216,24,17,863,1054,680,823
1278,902,117,6499.0,8999.0,0.28,4.0,7807,328,1044,997,1058,569,372,398,1008
1276,904,117,6499.0,8999.0,0.28,4.0,7807,328,1044,997,1058,569,372,438,999
1292,1001,58,569.0,1000.0,0.43,4.4,67259,492,633,666,418,211,37,457,1108
1220,716,119,1898.0,4999.0,0.62,4.1,10689,920,427,929,4,924,1002,486,776
1063,721,116,1299.0,1599.0,0.19,4.0,128311,161,3,1184,111,121,731,50,799
1059,1295,119,1499.0,6990.0,0.79,3.9,21796,914,801,659,444,566,993,690,1425
160,511,76,599.0,999.0,0.4,4.1,192590,529,404,936,547,315,934,138,599
1324,969,117,9499.0,11999.0,0.21,4.2,284,776,796,1037,591,236,540,645,1078
610,775,76,599.0,2499.0,0.76,3.9,58162,380,935,928,588,1177,1185,442,1228
1089,891,117,8999.0,11999.0,0.25,4.0,12796,213,443,512,977,499,129,534,992
450,1322,102,349.0,1299.0,0.73,4.0,14282,725,143,725,815,457,315,450,851
317,1257,76,349.0,999.0,0.65,4.1,363713,1038,324,1170,449,96,950,119,229
1294,999,58,959.0,1800.0,0.47,4.4,67259,492,633,666,418,211,37,334,1109
1323,970,117,9499.0,11999.0,0.21,4.2,284,776,796,1037,591,236,540,432,1077
682,646,103,1499.0,2499.0,0.4,4.3,15970,74,1038,977,671,89,1064,435,903
651,671,103,1149.0,2199.0,0.48,4.3,178912,1134,630,516,670,780,386,23,1
238,337,99,349.0,999.0,0.65,3.9,46399,713,734,294,1112,417,284,553,53
744,961,104,1219.0,1699.0,0.28,4.4,8891,228,945,390,806,224,816,37,1067
999,707,119,1599.0,3999.0,0.6,4.0,30254,28,314,737,756,859,95,682,786
1115,383,119,1499.0,7999.0,0.81,4.2,22636,415,913,697,622,830,558,387,465
1057,979,117,18499.0,25999.0,0.29,4.1,22318,386,1056,235,723,932,449,700,1085
672,997,58,369.0,700.0,0.47,4.4,67259,489,633,666,418,211,37,556,1119
1191,972,117,12999.0,17999.0,0.28,4.1,18998,119,674,836,519,824,332,665,1076
1298,384,119,1799.0,19999.0,0.91,4.2,13937,417,80,1177,239,1117,403,652,455
1114,380,119,2199.0,9999.0,0.78,4.2,29471,1257,153,303,382,1121,804,460,472
1056,978,117,16999.0,24999.0,0.32,4.1,22318,385,1056,235,723,932,449,378,1092
451,1318,117,16499.0,20999.0,0.21,4.0,21350,931,329,131,657,576,969,476,1434
1300,384,119,1799.0,19999.0,0.91,4.2,13937,417,80,1177,239,1117,403,631,457
346,1158,10,399.0,1099.0,0.64,4.2,24270,474,623,522,817,881,603,783,1310
911,898,117,8499.0,10999.0,0.23,4.1,313836,796,348,773,997,88,464,358,991
907,900,117,6499.0,8499.0,0.24,4.1,313836,794,348,773,997,88,464,622,988
1297,384,119,1799.0,19999.0,0.91,4.2,13937,418,80,1177,239,1117,403,317,454
1087,892,117,8999.0,11999.0,0.25,4.0,12796,213,443,512,977,499,129,723,1003
389,23,100,139.0,495.0,0.72,4.3,14185,648,700,198,621,1038,586,4,34
1175,390,119,3999.0,16999.0,0.76,4.3,17159,425,1112,1025,475,720,999,685,475
1126,703,119,2998.0,5999.0,0.5,4.1,5179,155,173,826,41,908,34,339,781
848,134,10,199.0,349.0,0.43,4.0,43993,279,88,207,1025,7,413,294,159
459,1314,117,15499.0,18999.0,0.18,4.1,19252,1168,1168,1163,398,27,417,313,1441
819,1023,10,199.0,999.0,0.8,3.9,7928,1251,849,482,827,422,673,117,1162
1299,384,119,1799.0,19999.0,0.91,4.2,13937,419,80,1177,239,1117,403,420,456
1088,893,117,8999.0,11999.0,0.25,4.0,12796,213,443,512,977,499,129,526,1004
898,314,102,873.0,1699.0,0.49,4.4,1680,1098,1100,149,667,767,576,198,365
1033,1333,117,12999.0,15999.0,0.19,4.2,13246,797,25,18,353,138,67,785,1462
785,1174,113,539.0,1599.0,0.66,3.8,14648,1099,852,888,609,171,352,650,1326
1181,386,119,1999.0,9999.0,0.8,4.3,27696,421,1143,1187,695,6,39,306,469
741,727,117,15490.0,20990.0,0.26,4.2,32916,118,252,274,564,442,392,394,807
1049,909,117,19999.0,24999.0,0.2,3.9,25824,978,968,408,266,905,350,624,1002
743,983,104,1075.0,1699.0,0.37,4.4,7462,227,400,77,1068,762,671,38,1068
625,1331,76,399.0,699.0,0.43,4.0,37817,551,681,829,438,1017,152,469,1460
1013,705,119,1999.0,3990.0,0.5,4.0,30254,29,314,737,756,859,95,401,787
1215,1290,119,1999.0,7990.0,0.75,3.8,17831,190,1108,27,791,752,1136,322,1424
643,1264,10,329.0,699.0,0.53,4.2,94364,1010,254,614,786,376,269,519,381
588,829,10,154.0,399.0,0.61,4.2,16905,1189,17,1139,114,44,120,171,920
447,1308,117,28999.0,34999.0,0.17,4.4,20311,935,471,375,307,633,415,759,1433
970,1296,119,2299.0,7990.0,0.71,4.2,69622,158,380,169,536,71,22,647,1404
810,1111,112,399.0,1999.0,0.8,4.0,3382,1051,1140,870,758,991,943,463,1256
972,964,58,1149.0,3999.0,0.71,4.3,140036,1114,759,903,692,291,515,149,1101
750,824,104,529.0,1499.0,0.65,4.1,8599,1184,44,1133,1062,179,222,280,907
1193,975,117,13999.0,19499.0,0.28,4.1,18998,1119,674,836,519,824,332,335,1074
318,1256,76,379.0,999.0,0.62,4.1,363713,1037,324,1170,449,96,950,258,230
448,1309,117,13999.0,19999.0,0.3,4.1,19252,104,1168,1163,398,27,417,628,1436
1341,378,119,3999.0,9999.0,0.6,4.4,73,556,828,256,853,420,151,821,462
771,1328,10,149.0,1000.0,0.85,3.9,24870,399,209,427,962,605,519,278,1146
322,942,114,99.0,499.0,0.8,4.3,42641,1206,19,955,525,272,974,223,1055
620,967,76,4790.0,15990.0,0.7,4.0,4390,431,1103,281,1138,639,895,162,1073
1168,741,117,33999.0,33999.0,0.0,4.3,17415,218,216,24,17,863,1054,625,822
556,1026,6,99.0,999.0,0.9,4.0,1396,801,185,320,912,675,1072,659,1154
609,769,76,299.0,1900.0,0.84,3.6,18202,501,991,409,539,233,831,412,235
1190,971,117,10999.0,14999.0,0.27,4.1,18998,120,674,836,519,824,332,665,1075
1079,733,117,34999.0,38999.0,0.1,4.2,11029,214,1076,327,988,86,335,673,819
1130,978,117,16999.0,24999.0,0.32,4.1,22318,385,1056,235,723,932,449,378,1069
1124,130,114,199.0,499.0,0.6,4.1,1786,649,331,764,701,550,952,311,140
854,119,103,999.0,1599.0,0.38,4.0,7222,769,606,690,965,705,340,21,150
1062,720,116,1299.0,1599.0,0.19,4.0,128311,161,3,1184,111,121,731,719,797
558,774,76,599.0,1800.0,0.67,3.5,83996,12,989,284,324,1107,1121,681,1227
971,965,58,599.0,1899.0,0.68,4.3,140036,1114,759,903,692,291,515,142,1102
403,122,103,1799.0,2499.0,0.28,4.1,18678,602,365,1023,763,152,351,154,136
761,1271,10,176.63,499.0,0.65,4.1,15189,522,662,1040,969,642,123,637,1411
1195,973,117,10999.0,14999.0,0.27,4.1,18998,120,674,836,519,824,332,527,1084
822,1297,119,2999.0,7990.0,0.62,4.1,48449,158,46,1070,330,661,811,677,1416
1214,1289,119,1999.0,7990.0,0.75,3.8,17831,190,1108,27,791,752,1136,497,1423
614,658,10,229.0,299.0,0.23,4.3,30411,57,1162,631,637,1108,1122,177,727
515,133,10,199.0,299.0,0.33,4.0,43994,1109,88,207,1025,7,413,235,154
1090,659,104,649.0,999.0,0.35,4.2,1315,75,676,336,1162,615,552,20,1352
1196,975,117,13999.0,19499.0,0.28,4.1,18998,1119,674,836,519,824,332,335,1083
684,411,105,119.0,299.0,0.6,4.1,5999,1131,466,1005,5,56,490,746,485
1023,906,117,12999.0,17999.0,0.28,4.1,50772,329,151,546,159,197,444,323,1005
589,834,10,154.0,339.0,0.55,4.3,13391,1188,891,969,12,298,884,197,928
1047,908,117,20999.0,26999.0,0.22,3.9,25824,977,968,408,266,905,350,316,998
578,1115,104,249.0,649.0,0.62,4.0,14404,1264,169,811,134,474,187,710,1453
127,416,104,99.0,171.0,0.42,4.5,11339,548,440,1132,863,336,763,134,496
1007,1175,99,489.0,1999.0,0.76,4.0,3626,685,468,832,235,558,601,601,1329
297,422,58,369.0,1600.0,0.77,4.0,32625,460,5,73,1098,99,108,739,514
456,1310,117,15499.0,20999.0,0.26,4.1,19252,103,1168,1163,398,27,417,628,1437
446,1313,117,15499.0,18999.0,0.18,4.1,19252,1168,1168,1163,398,27,417,551,1445
1046,910,117,22999.0,28999.0,0.21,3.9,25824,976,968,408,266,905,350,624,1001
411,1261,76,599.0,1490.0,0.6,4.1,161679,427,423,966,634,270,1193,473,232
378,837,114,134.0,699.0,0.81,4.1,16685,628,32,851,363,321,850,243,931
900,1334,117,7499.0,7999.0,0.06,4.0,30907,58,419,58,722,113,465,341,1463
650,645,103,1149.0,2199.0,0.48,4.3,178912,43,630,516,670,780,386,180,939
1102,719,116,1324.0,1699.0,0.22,4.0,128311,160,3,1184,111,121,731,663,798
454,1311,117,13999.0,19999.0,0.3,4.1,19252,103,1168,1163,398,27,417,453,1440
262,1281,10,299.0,799.0,0.63,4.2,94364,1014,254,614,786,376,269,503,1031
977,120,103,999.0,1599.0,0.38,4.0,7222,768,606,690,965,705,340,247,151
1192,974,117,12999.0,17999.0,0.28,4.1,18998,119,674,836,519,824,332,597,1091
740,728,117,15490.0,20990.0,0.26,4.2,32916,117,252,274,564,442,392,627,808
816,1027,107,999.0,2899.0,0.66,4.6,26603,250,397,36,1008,185,436,516,1164
834,708,119,1599.0,4999.0,0.68,4.0,67950,1183,1003,183,214,748,227,536,790
1103,718,116,1324.0,1699.0,0.22,4.0,128311,160,3,1184,111,121,731,50,800
445,1316,117,20999.0,29990.0,0.3,4.3,9499,933,174,976,1051,328,888,544,1443
720,651,104,999.0,1999.0,0.5,4.3,1777,46,150,1154,1069,1031,1058,18,7
534,726,117,12490.0,15990.0,0.22,4.2,58506,48,807,926,1017,957,399,471,828
455,1319,117,17999.0,21990.0,0.18,4.0,21350,932,329,131,657,576,969,476,1435
555,828,10,350.0,899.0,0.61,4.2,2263,1185,851,681,249,1094,149,121,913
934,688,116,1399.0,1630.0,0.14,4.0,9378,376,184,706,392,798,1189,458,763
939,830,10,159.0,399.0,0.6,4.1,4768,1189,304,296,341,517,608,494,922
1061,1294,119,1499.0,6990.0,0.79,3.9,21796,914,801,659,444,566,993,600,1428
1213,1291,119,1999.0,7990.0,0.75,3.8,17833,190,1108,27,791,752,1136,340,1422
1145,1029,107,999.0,2899.0,0.66,4.7,7779,251,813,990,25,186,487,762,1165
937,534,115,2099.0,5999.0,0.65,4.3,17129,79,1055,411,136,862,771,231,1266
824,826,102,337.0,699.0,0.52,4.2,4969,1207,901,430,65,287,223,86,908
1338,1273,119,2999.0,7990.0,0.62,4.1,154,913,280,203,501,220,988,599,1409
1207,771,119,1299.0,5999.0,0.78,3.3,4415,189,960,1068,1185,1155,1178,644,854
522,655,10,349.0,399.0,0.13,4.4,18757,54,830,264,513,401,390,216,747
460,1320,117,16499.0,20990.0,0.21,4.0,21350,932,329,131,657,576,969,501,1442
167,966,76,499.0,499.0,0.0,4.2,31539,500,545,733,2,1093,949,104,1087
877,325,10,970.0,1799.0,0.46,4.5,815,983,489,662,19,284,432,509,367
1146,1028,107,999.0,2899.0,0.66,4.6,6129,252,984,648,764,72,562,776,1166
1325,968,117,10499.0,13499.0,0.22,4.2,284,776,796,1037,591,236,540,645,1079
514,135,10,249.0,399.0,0.38,4.0,43994,280,88,207,1025,7,413,582,155
796,948,108,251.0,999.0,0.75,3.7,3234,222,894,954,610,921,679,674,1061
759,1285,10,199.0,499.0,0.6,4.1,13045,1080,373,766,427,295,138,731,1394
908,899,117,6499.0,7999.0,0.19,4.1,313832,793,348,773,997,88,464,481,989
1174,387,119,2999.0,9999.0,0.7,4.2,20879,422,1191,179,95,1169,827,742,453
926,138,101,279.0,1499.0,0.81,4.2,2646,809,441,299,917,809,746,573,166
393,336,114,269.0,1499.0,0.82,4.5,28978,640,724,857,709,320,283,220,70
1210,1093,117,8999.0,13499.0,0.33,3.8,3145,1118,1014,1097,989,1064,13,483,1237
985,394,10,59.0,199.0,0.7,4.0,9377,623,1048,0,797,1076,1101,257,479
161,512,76,599.0,1299.0,0.54,4.1,192589,528,404,936,547,315,934,233,600
662,1105,115,349.0,999.0,0.65,3.8,16557,577,620,896,473,793,992,192,1248
1189,975,117,13999.0,19499.0,0.28,4.1,18998,1119,674,836,519,824,332,335,1082
663,1106,115,349.0,999.0,0.65,3.8,16557,576,620,896,473,793,992,75,1250
554,673,104,499.0,599.0,0.17,4.2,21916,695,1175,705,410,688,698,108,2
1111,380,119,2199.0,9999.0,0.78,4.2,29472,1258,153,303,382,1121,804,715,470
1118,936,105,95.0,499.0,0.81,4.2,1949,802,617,831,149,1060,43,160,1053
989,373,10,139.0,249.0,0.44,4.0,9377,337,1048,0,797,1076,1101,268,214
1306,704,119,4499.0,7999.0,0.44,3.5,37,33,926,19,1152,935,837,325,784
793,352,114,89.0,599.0,0.85,4.3,2351,619,15,983,80,533,72,78,754
453,1312,117,15499.0,20999.0,0.26,4.1,19253,103,1168,1163,398,27,417,453,1439
1271,894,117,13999.0,15999.0,0.13,3.9,2180,789,147,1081,844,690,710,607,994
1012,715,119,1999.0,4999.0,0.6,3.9,7571,193,490,462,299,79,955,648,774
1206,772,119,1399.0,5999.0,0.77,3.3,4415,187,960,1068,1185,1155,1178,388,853
316,825,99,599.0,999.0,0.4,4.0,18654,200,868,621,594,744,995,293,933
1054,1329,104,199.0,1099.0,0.82,4.0,3197,592,452,74,1000,950,607,168,301
804,1266,119,1799.0,6990.0,0.74,4.0,26880,22,221,366,493,603,360,355,1405
1060,1293,119,1499.0,6990.0,0.79,3.9,21796,914,801,659,444,566,993,393,1427
458,1317,117,20999.0,29990.0,0.3,4.3,9499,933,174,976,1051,328,888,538,1438
1289,977,117,12999.0,13499.0,0.04,4.1,56098,918,141,473,450,528,128,639,1072
949,912,117,16999.0,20999.0,0.19,4.1,31822,792,697,452,92,244,237,629,996
449,1315,117,19999.0,27990.0,0.29,4.3,9499,934,174,976,1051,328,888,544,1444
1026,905,117,12999.0,18999.0,0.32,4.1,50772,330,151,546,159,197,444,324,1000
1231,713,119,2999.0,5999.0,0.5,4.1,7148,601,1154,91,477,999,599,705,772
261,1247,10,299.0,999.0,0.7,4.3,20850,63,924,102,137,850,682,635,19
1074,324,10,970.0,1999.0,0.51,4.4,184,21,1192,105,313,1036,189,366,396
542,690,104,329.0,999.0,0.67,4.2,3492,655,583,563,833,269,213,646,735
1208,770,119,1299.0,5999.0,0.78,3.3,4415,188,960,1068,1185,1155,1178,423,855
1295,1000,58,1989.0,3500.0,0.43,4.4,67260,493,633,666,418,211,37,604,1110
1180,386,119,1999.0,9999.0,0.8,4.3,27704,421,1143,1187,695,6,39,718,468
1025,907,117,12999.0,18999.0,0.32,4.1,50772,330,151,546,159,197,444,323,1006
648,701,119,1499.0,4999.0,0.7,4.0,92588,1016,21,1035,506,1162,421,744,792
951,911,117,16999.0,20999.0,0.19,4.1,31822,791,697,452,92,244,237,371,995
1328,694,119,1999.0,8499.0,0.76,4.3,240,191,920,101,718,884,944,472,254
1290,743,119,4999.0,6999.0,0.29,3.8,758,1252,870,799,457,662,424,140,818
770,1325,10,99.0,666.66,0.85,3.9,24870,398,209,427,962,605,519,204,1141
1217,697,119,2499.0,5999.0,0.58,3.7,828,18,37,108,1100,750,694,403,773
935,687,116,1399.0,1630.0,0.14,4.0,9378,375,184,706,392,798,1189,327,764
1113,382,119,1499.0,9999.0,0.85,4.2,22638,416,913,697,622,830,558,307,477
472,118,10,899.0,1900.0,0.53,4.4,13552,397,298,1050,343,497,219,74,90
988,392,104,249.0,599.0,0.58,3.9,2147,1165,783,269,641,1144,1171,202,300
1246,565,107,299.0,1199.0,0.75,4.5,596,542,1095,468,903,411,662,79,323
1255,935,105,79.0,499.0,0.84,4.2,1949,149,617,831,149,1060,43,495,1054
1272,895,117,13999.0,15999.0,0.13,3.9,2180,789,148,1082,845,691,711,328,1009
168,984,76,949.0,999.0,0.05,4.2,31539,499,545,733,2,1093,949,43,1086
1073,941,114,99.0,499.0,0.8,4.1,2451,1205,366,847,277,964,726,285,1050
1339,1272,119,2499.0,7990.0,0.69,4.1,154,912,280,203,501,220,988,447,1408
1158,1173,109,689.0,1999.0,0.66,4.3,1193,629,540,208,1078,857,798,128,1330
821,1021,108,499.0,1899.0,0.74,4.1,1475,1277,551,104,822,1054,718,563,1152
913,744,107,299.0,999.0,0.7,4.3,8891,1064,803,664,1113,846,279,788,827
1169,338,114,209.0,499.0,0.58,3.6,104,1047,882,867,858,772,600,360,403
966,1092,117,8499.0,12999.0,0.35,4.1,6662,113,378,263,1076,557,438,443,1236
660,1113,103,2179.0,3999.0,0.46,4.0,8380,806,921,843,242,536,922,59,1258
950,913,117,16999.0,20999.0,0.19,4.1,31822,790,697,452,92,244,237,697,997
1222,734,117,44999.0,49999.0,0.1,4.3,3075,215,500,920,406,14,595,332,820
634,722,116,2599.0,2999.0,0.13,3.9,14266,626,107,719,1024,777,87,596,801
869,711,119,2799.0,6499.0,0.57,4.1,38879,31,285,1161,186,115,406,384,791
170,1277,77,1399.0,2990.0,0.53,4.1,97175,1164,576,805,458,1104,27,740,1183
671,998,58,649.0,2400.0,0.73,4.4,67260,490,633,666,418,211,37,457,1118
1209,1306,104,799.0,3990.0,0.8,3.8,119,1233,819,534,928,622,606,32,322
584,575,21,149.0,149.0,0.0,4.3,10833,302,415,1033,75,653,717,484,655
519,107,10,799.0,2100.0,0.62,4.3,8188,153,574,219,246,339,474,237,120
1237,723,116,3799.0,5299.0,0.28,3.5,1641,1019,1059,887,908,426,628,702,802
1043,1025,101,199.0,1899.0,0.9,4.0,4740,207,1145,373,139,822,724,352,1157
1093,980,117,23999.0,32999.0,0.27,3.9,8866,917,377,474,1116,867,100,377,1093
457,1307,117,29990.0,39990.0,0.25,4.3,8399,813,275,226,1045,861,737,517,1446
1279,929,119,281.0,1999.0,0.86,2.8,87,1234,1134,1084,1107,1021,210,649,1039
1001,762,117,7998.0,11999.0,0.33,3.8,125,97,602,431,1108,987,630,515,843
1326,717,119,249.0,999.0,0.75,4.5,38,947,988,637,304,657,887,39,796
681,764,107,299.0,599.0,0.5,4.3,4674,465,1032,728,517,106,1020,320,846
1030,2,119,499.0,1899.0,0.74,4.1,412,159,1117,754,669,613,533,550,3
1241,1100,119,899.0,3499.0,0.74,3.0,681,1259,411,374,1023,616,556,130,1243
644,1114,103,1599.0,3499.0,0.54,4.0,36384,805,515,712,801,1122,231,157,1259
581,1024,73,120.0,999.0,0.88,3.9,6491,1130,638,1155,1092,871,354,638,1155
1163,709,119,3999.0,6999.0,0.43,4.1,10229,173,1088,862,881,1075,990,725,779
1024,905,117,12999.0,18999.0,0.32,4.1,50772,330,151,546,159,197,444,324,993
1137,1030,101,1599.0,2599.0,0.38,4.3,1801,1190,1120,707,954,249,891,771,1163
263,745,104,699.0,1199.0,0.42,4.0,14404,1285,169,811,134,474,187,213,809
1280,567,106,99.0,999.0,0.9,4.4,305,899,155,547,61,593,160,530,646
924,657,117,7915.0,9999.0,0.21,4.3,1376,693,1193,565,160,478,243,110,970
1112,381,119,1499.0,7999.0,0.81,4.2,22638,414,913,697,622,830,558,426,463
866,596,116,1055.0,1249.0,0.16,3.8,2352,327,266,924,474,1019,1055,736,681
1223,763,107,150.0,599.0,0.75,4.3,714,262,558,1185,1071,522,566,541,845
172,84,10,219.0,700.0,0.69,4.3,20052,285,1161,400,108,1134,740,47,124
975,137,101,474.0,1799.0,0.74,4.3,1454,808,212,324,104,788,961,823,167
712,820,10,115.0,499.0,0.77,4.0,7732,1211,127,1015,624,1032,597,606,897
1048,375,104,239.0,599.0,0.6,3.9,2147,1092,783,269,641,1144,1171,116,442
910,901,117,7499.0,9499.0,0.21,4.1,313832,795,348,773,997,88,464,622,990
1151,868,119,265.0,999.0,0.73,3.7,465,1261,624,295,94,262,380,752,965
742,981,117,37990.0,74999.0,0.49,4.2,27790,116,121,554,891,1065,526,591,1071
881,121,10,199.0,499.0,0.6,4.1,602,957,1033,370,734,384,749,283,137
1109,125,10,179.0,399.0,0.55,4.0,1423,401,850,54,973,235,174,239,145
1262,1176,112,1799.0,3999.0,0.55,4.6,245,121,504,927,540,455,303,594,1331
1000,761,117,8499.0,11999.0,0.29,3.9,276,96,305,620,469,164,555,617,842
998,706,119,1999.0,3999.0,0.5,4.0,30254,27,313,736,757,860,96,330,788
1177,390,119,3999.0,17999.0,0.78,4.3,17161,424,1112,1025,475,720,999,586,476
1066,70,104,219.0,499.0,0.56,4.4,14,340,507,647,690,854,770,255,75
395,679,112,599.0,1399.0,0.57,4.1,14560,1266,1186,393,795,94,420,712,562
849,123,103,2499.0,2999.0,0.17,4.1,3156,894,136,589,1014,945,29,296,152
324,944,110,89.0,499.0,0.82,4.1,9340,1128,230,942,1151,460,278,290,1056
1340,389,119,2999.0,11999.0,0.75,4.4,768,555,977,62,286,819,723,716,459
575,351,114,314.0,1499.0,0.79,4.5,28978,641,724,857,709,320,283,678,69
1194,976,117,13999.0,19499.0,0.28,4.1,18998,1119,674,836,519,824,332,434,1090
865,304,100,139.0,499.0,0.72,4.2,4971,254,371,1122,1189,464,1116,318,325
1261,535,115,2599.0,6999.0,0.63,4.5,1526,1255,68,75,170,856,60,8,1346
232,1253,76,365.0,999.0,0.63,4.1,363711,1037,324,1170,449,96,950,115,1400
979,1249,76,1499.0,4490.0,0.67,3.9,136954,751,719,176,851,67,118,105,60
1179,386,119,1998.0,9999.0,0.8,4.3,27709,420,1143,1187,695,6,39,694,466
1212,1292,119,1799.0,7990.0,0.77,3.8,17833,190,1108,27,791,752,1136,578,1420
5,987,42,289.0,650.0,0.56,4.3,253105,1101,487,688,639,364,1057,55,1103
181,625,18,599.0,895.0,0.33,4.4,61314,835,321,165,653,897,326,1245,709
883,1031,13,217.0,237.0,0.08,3.8,7354,1066,808,981,684,259,919,791,1169
658,1248,76,1299.0,2990.0,0.57,3.8,180998,750,718,175,600,421,839,125,59
1235,930,23,263.0,699.0,0.62,3.5,690,133,91,133,606,278,537,410,1040
1292,1001,58,569.0,1000.0,0.43,4.4,67262,492,633,666,418,211,37,456,1107
1220,716,119,1999.0,4999.0,0.6,4.1,10689,920,427,929,4,924,1002,1313,775
737,1274,76,1399.0,3990.0,0.65,4.1,141841,754,998,683,222,949,1128,872,1413
469,937,25,349.0,1499.0,0.77,4.3,24791,393,1001,353,184,843,872,793,1048
420,1205,76,149.0,399.0,0.63,3.5,21764,1031,716,484,395,116,1094,1183,1372
160,511,76,599.0,999.0,0.4,4.1,192587,529,404,936,547,315,934,1194,598
391,1278,77,1220.0,3990.0,0.69,4.1,107151,752,550,305,1039,47,102,1167,1030
1059,1295,119,1499.0,6990.0,0.79,3.9,21797,914,436,52,89,804,956,1091,1426
344,514,76,499.0,999.0,0.5,3.9,92995,530,683,643,1156,479,481,262,602
751,569,6,99.0,999.0,0.9,4.1,8751,899,486,384,974,997,697,1356,645
450,1322,102,349.0,1299.0,0.73,4.0,14283,725,143,725,815,457,315,1309,852
189,439,42,475.0,1500.0,0.68,4.2,64273,339,927,1001,905,904,307,208,523
32,435,18,269.0,649.0,0.59,4.3,54315,85,165,883,1188,155,910,254,520
1150,844,18,299.0,599.0,0.5,4.1,1597,1215,794,823,315,751,583,829,937
999,707,119,1599.0,3999.0,0.6,4.0,30254,28,313,736,757,860,96,1089,785
1115,383,119,1499.0,7999.0,0.81,4.2,22638,415,913,697,622,830,558,1284,464
423,205,76,329.0,999.0,0.67,3.9,77027,502,89,206,484,10,977,98,253
126,307,17,549.0,1799.0,0.69,4.3,28829,316,302,549,258,920,696,971,375
1114,380,119,2199.0,9999.0,0.78,4.2,29478,1257,152,304,381,1120,803,459,471
177,308,18,299.0,650.0,0.54,4.5,33176,637,943,551,518,107,453,292,376
257,211,195,798.0,1995.0,0.6,4.0,68664,172,974,812,331,149,625,514,255
346,1158,10,399.0,1099.0,0.64,4.2,24269,474,623,522,817,881,605,1394,1309
139,326,71,266.0,315.0,0.16,4.5,28030,557,308,372,676,938,638,1272,390
350,263,206,50.0,50.0,0.0,4.3,5792,106,249,358,1186,676,1071,1265,313
88,5,125,130.0,165.0,0.21,3.9,14778,961,878,150,612,267,789,1286,1123
357,1259,76,449.0,1290.0,0.65,4.1,91770,199,591,814,1184,651,807,153,213
1175,390,119,3999.0,16999.0,0.76,4.3,17162,425,1112,1025,475,720,999,684,474
399,1254,76,399.0,1290.0,0.69,4.2,206,1072,271,285,1145,109,948,583,212
1050,309,16,1399.0,2498.0,0.44,4.2,33717,636,857,389,271,77,1127,966,377
848,134,10,199.0,349.0,0.43,4.0,43994,279,88,207,1025,7,413,1248,158
819,1023,10,199.0,999.0,0.8,3.9,7928,1250,849,482,827,422,674,876,1161
1126,703,119,2998.0,5999.0,0.5,4.1,5179,155,172,827,42,907,33,338,780
784,1005,39,4098.0,4999.0,0.18,4.5,50810,322,577,623,434,498,240,630,1124
